"WBIC","lakename","max_vol","max_depth","lower_vol","lower_depth","depth_change"
1138400,"35i",203.227008508065,27,182.904307657258,25.5138320366914,1.48616796330857
1831700,"adelaide",403.07552712261,21,362.767974410349,20.2449779400947,0.755022059905276
2329600,"alder",2935.96228340467,30,2642.36605506421,28.6869281941929,1.31307180580706
2449300,"alexander",286.078262881427,10,257.470436593285,9.30417492000609,0.695825079993906
2165700,"anderson",508.302100360992,25,457.471890324893,23.6856336242906,1.31436637570939
2449400,"antler",847.491167876589,22,762.74205108893,21.0440739444462,0.955926055553789
1541500,"arrowhead",1892.41996364388,43,1703.17796727949,40.8628160691258,2.13718393087424
2410400,"augustine",1168.45790597667,10,1051.612115379,9.30460533350986,0.695394666490138
2340700,"ballard",5368.03954156781,25,4831.23558741103,23.8351401165866,1.1648598834134
1523500,"bearskin",1453.83718917492,27,1308.45347025743,26.165859570558,0.834140429442019
1405200,"bigbass",918.778300326976,13,826.900470294278,12.4472429797109,0.552757020289114
2453300,"bigbass",2966.58715365188,27,2669.92843828669,25.4659139393309,1.53408606066913
1834700,"bigbeaver",325.887343048522,43,293.298608743669,40.8287781197449,2.1712218802551
1835100,"bigdummy",1349.8896018266,54,1214.90064164394,52.7756272919041,1.22437270809587
2314300,"bigmartha",2051.81047636418,55,1846.62942872776,53.3188384178903,1.68116158210968
2079000,"bigmoon",4453.52065732781,48,4008.16859159503,45.5039097831042,2.49609021689575
2419000,"bigole",1285.38408400159,30,1156.84567560143,28.4423094261969,1.5576905738031
1374800,"bigrocheacri",2163.53273831217,20,1947.17946448095,18.9451499509136,1.05485004908636
1602600,"bigsand",21585.6910947106,56,19427.1219852395,54.3049093405823,1.69509065941765
1835500,"bills",868.733186115222,25,781.8598675037,23.6565485398802,1.34345146011982
1523800,"birch",2569.51296176281,27,2312.56166558653,25.5385206030377,1.46147939696234
2113000,"birch",9046.68642876425,73,8142.01778588782,70.2691435823618,2.73085641763821
2453500,"birchisland",4316.55427520595,13,3884.89884768535,12.3924890419029,0.607510958097102
2454100,"bluegill",506.05410384576,68,455.448693461184,65.3193965517241,2.68060344827586
2356800,"bog",216.179075611853,9,194.561168050668,8.39871693480971,0.601283065190286
1619100,"boot",2578.80381059877,15,2320.92342953889,14.0517703625854,0.948229637414608
1836600,"boot",260.139744709606,20,234.125770238646,19.0060671758103,0.993932824189653
1836700,"boot",1495.37349370313,44,1345.83614433281,42.1869781460339,1.81302185396609
2297800,"boot",1805.34442009061,16,1624.80997808155,14.9211403266572,1.07885967334282
1537800,"booth",3301.71269560135,34,2971.54142604122,32.2966307873784,1.70336921262165
1541300,"brandy",2226.33002121172,44,2003.69701909055,41.8603869184708,2.13961308152925
1782700,"bugle",74.9727508961418,10,67.4754758065276,9.59715324097122,0.40284675902878
2105800,"butternut",1183.53532721323,14,1065.18179449191,13.1575720049947,0.842427995005316
2079400,"camelia",270.367746003912,6,243.330971403521,5.52348973543129,0.476510264568714
2431300,"chippewa",1248.77528201486,11,1123.89775381338,10.4318176861847,0.568182313815289
2425700,"christy",821.980198625184,10,739.782178762666,9.23609961832474,0.76390038167526
1628450,"clair",545.263943103552,18,490.737548793197,16.9046203323578,1.09537966764216
1613300,"crooked",1055.09293718114,13,949.583643463026,12.3411054011194,0.658894598880648
2459100,"crooked",948.790906891776,10,853.911816202598,9.38165028608974,0.618349713910257
2459200,"crooked",1440.20796632301,13,1296.18716969071,12.3522373020653,0.647762697934668
1612500,"crystal",585.349301880261,9,526.814371692235,8.44043251238649,0.559567487613508
1842400,"crystal",3195.92652263006,67,2876.33387036705,63.3981738690555,3.60182613094451
1842500,"crystal",1510.93238884148,46,1359.83914995733,44.2251542613778,1.77484573862218
2469700,"crystal",161.761680743415,22,145.585512669074,20.8166567095347,1.18334329046526
1842800,"currier",321.492457949245,39,289.343212154321,37.1788140942587,1.82118590574127
2092700,"dark",364.209335315182,62,327.788401783664,59.5130070962942,2.48699290370584
1843500,"day",2212.41022967939,57,1991.16920671145,54.8417170139293,2.15828298607074
1445100,"deepwoods",781.753951931145,25,703.57855673803,23.8554779390745,1.14452206092547
2239100,"deer",794.893193589895,18,715.403874230906,17.3389437692221,0.661056230777891
2460700,"deer",1918.93927272777,23,1727.04534545499,21.6405977516657,1.35940224833432
1844400,"delano",125.462957345972,15,112.916661611375,13.9346285077847,1.06537149221531
1844500,"dells",1298.7227807068,42,1168.85050263612,40.7548126863479,1.24518731365207
1295400,"delton",2437.50297564014,16,2193.75267807613,14.7739745261258,1.22602547387424
2461100,"devils",13243.9880484496,24,11919.5892436046,22.6085508255828,1.39144917441718
1537100,"diamond",1109.29838865418,17,998.36854978876,15.9348361740345,1.06516382596553
1844700,"diamond",2491.42344605557,40,2242.28110145001,37.7027750412751,2.29722495872489
1451700,"dynamite",1306.96642083868,28,1176.26977875482,26.5844142845486,1.41558571545135
1315000,"eaglenestflowage",1344.33955988145,12,1209.90560389331,11.5262691930137,0.47373080698635
1523000,"easthorsehead",3053.17069924693,26,2747.85362932223,24.3055393802865,1.69446061971352
2463300,"ellison",1512.32938245359,18,1361.09644420823,16.6845349040769,1.31546509592314
1764000,"esadore",655.019409423348,36,589.517468481013,34.5350778804465,1.46492211955353
2130100,"fallcreekpond",31.198048917988,10,28.0782440261892,9.63016779594878,0.369832204051225
1571100,"fifth",1481.16095954365,14,1333.04486358928,13.2379268755587,0.762073124441343
2175700,"finley",850.504943357661,30,765.454449021895,28.4508797963689,1.54912020363114
1849100,"fish",1676.410082391,40,1508.7690741519,38.2839658908986,1.71603410910141
2464400,"fish",368.361600643039,7,331.525440578735,6.52124751383604,0.478752486163957
2464500,"fish",3420.25196451872,29,3078.22676806684,27.9268524080787,1.07314759192128
2307300,"fisher",3903.76311973576,21,3513.38680776219,19.9825051462217,1.01749485377831
2343200,"fishtrap",5243.53624540428,34,4719.18262086385,32.32755265933,1.67244734067003
2401100,"fishtrap",1996.04890336794,11,1796.44401303115,10.2018701107786,0.7981298892214
1593800,"found",3536.98333482903,21,3183.28500134613,19.8937060766738,1.10629392332618
1572000,"fourth",1428.64914092058,12,1285.78422682852,11.2694304673453,0.73056953265467
2465700,"george",772.995328695374,50,695.695795825836,48.3368585574736,1.66314144252642
2423000,"ghost",2079.925438041,12,1871.9328942369,11.4194093053173,0.580590694682677
1589300,"gilmore",3478.28172771464,24,3130.45355494317,22.8043449442804,1.19565505571961
1851000,"goodman",121.842311919936,15,109.658080727943,13.9844818758665,1.01551812413349
2314100,"grandportage",2204.86267180679,33,1984.37640462611,31.4513452473452,1.54865475265475
1764400,"grassyknoll",287.002236136228,6,258.302012522605,5.50608349645608,0.493916503543916
2467200,"green",1073.94063171925,6,966.546568547321,5.53272426518758,0.467275734812421
1539700,"gunlock",3252.1596119296,26,2926.94365073664,24.6906287674798,1.30937123252022
2150200,"hallie",470.335805545445,13,423.3022249909,12.3371488258176,0.662851174182395
2328400,"hiawthat",1017.94813562438,59.04,916.153322061938,56.0443971570911,2.9956028429089
2344000,"high",12844.2560220764,36,11559.8304198687,34.1736781100504,1.82632188994963
1564600,"hilt",1430.01566082236,64,1287.01409474012,61.4839230534417,2.51607694655834
1568900,"hixon",673.117152341433,28,605.80543710729,26.6857298438254,1.31427015617457
1588000,"horsehead",2824.96200021113,11,2542.46580019002,10.1937410513397,0.806258948660258
1513900,"hultamn",1449.72725408376,14,1304.75452867538,13.168242188927,0.831757811073015
2400600,"hunter",668.36848601348,10,601.531637412132,9.3284750953737,0.671524904626295
1249000,"indian",282.009700667766,7,253.808730600989,6.5410030371808,0.458996962819205
1598900,"indian",3511.59700728127,26,3160.43730655314,24.8138866108361,1.18611338916392
2448700,"indian",466.336332279751,9,419.702699051776,8.35452611725258,0.645473882747419
2470600,"island",3531.44118082076,44,3178.29706273869,42.538118904824,1.46188109517601
2470800,"island",1235.52263190366,51,1111.97036871329,48.9807118603896,2.01928813961037
1855900,"jag",1768.01126405608,27,1591.21013765047,25.8202817311739,1.17971826882614
1857400,"jute",3059.56862373622,23,2753.61176136259,21.3628095507594,1.63719044924056
1598300,"kathan",1110.02518119516,14,999.022663075644,13.4229241093787,0.577075890621348
2166100,"kathyrn",946.541275585717,58,851.887148027146,56.4175779162014,1.58242208379862
2081700,"kidney",374.254245977971,32,336.828821380174,30.7602070236498,1.23979297635024
1631700,"kildare",606.38337871062,35,545.745040839558,33.7131157741902,1.2868842258098
1858200,"kirby",707.736309024208,19,636.962678121787,18.1872370014804,0.812762998519581
1858300,"knickerbocker",202.864033460168,25,182.577630114151,23.4735559866962,1.52644401330377
1630600,"landingmill",827.14122303824,23,744.427100734416,22.1788361496344,0.821163850365643
2475300,"lily",986.978666500942,22,888.280799850848,21.1982121801449,0.801787819855136
2475900,"littlebass",165.474972363439,4,148.927475127095,3.6,0.399999999999999
2390500,"littlecourtoreilles",3407.6536388512,46,3066.88827496608,44.2897938774376,1.71020612256236
2324000,"littlecrawlingstone",2080.27730342752,44,1872.24957308477,42.0021816005658,1.99781839943419
2335500,"littlecrooked",1717.79460125311,30,1546.0151411278,28.6879108366983,1.31208916330172
2107600,"littledevils",741.474781165436,34,667.327303048892,32.480464534001,1.51953546599898
1861400,"littledummy",530.230059681633,44,477.20705371347,42.526986178722,1.47301382127801
2332300,"littlejohn",1810.55338908275,16.4,1629.49805017447,15.0600102169138,1.3399897830862
1542100,"littlemuskie",776.615461395933,19,698.95391525634,17.920025621007,1.07997437899297
2313100,"littlepike",1020.61339061524,20,918.552051553715,18.8780285405291,1.12197145947087
2477700,"littlesand",836.474752082388,21,752.82727687415,19.7797171370718,1.22028286292822
1540400,"littlespider",2882.54827329417,23,2594.29344596475,21.6639162809418,1.33608371905816
1605600,"lonestone",2436.72225097116,30,2193.05002587404,28.3975782859902,1.60242171400978
1000900,"long",651.552793778372,20,586.397514400534,18.9496781055814,1.05032189441863
1602300,"long",38677.1899347725,88,34809.4709412952,83.4799742224017,4.52002577759832
2165400,"long",214.904038758731,15,193.413634882858,14.1121942774403,0.887805722559728
2478200,"long",2996.87777044294,17,2697.18999339865,15.832078828229,1.16792117177097
2483100,"long",733.632180617889,31,660.2689625561,29.3464463157895,1.65355368421053
1407000,"lost",514.652305023352,23,463.187074521017,21.6614442013129,1.33855579868709
1593400,"lost",6224.79505368354,20,5602.31554831519,18.7901504723523,1.20984952764766
2166600,"lost",253.466322450379,25,228.119690205341,23.6026410430561,1.39735895694387
2339800,"lostcanoe",6114.85238602242,41,5503.36714742018,38.6181272000958,2.38187279990422
2317600,"lowarsugarbush",4178.91452133329,61,3761.02306919996,58.4916957349191,2.50830426508089
2479900,"lowerpine",3671.16280416487,102,3304.04652374838,97.952445853856,4.04755414614398
1544700,"madeline",1522.66733284768,17,1370.40059956291,16.0771942681615,0.922805731838523
2480800,"mallard",1436.8895668552,35,1293.20061016968,33.4854076223303,1.51459237766967
1678200,"marinuka",371.60781207615,7,334.447030868535,6.5985835694051,0.401416430594901
2171200,"marshmiller",3113.57159053588,14,2802.21443148229,13.2369809548487,0.76301904515126
1003900,"mcgrath",505.987105478175,20,455.388394930358,18.9014499182169,1.09855008178315
2481600,"mclain",1525.35019974439,30,1372.81517976995,28.8927510237935,1.10724897620652
1587600,"mcnaughton",476.384920848869,9,428.746428763982,8.53602271125934,0.463977288740663
2424800,"meadow",82.2090181631115,5,73.9881163468003,4.5,0.5
2317700,"middlesugarbush",3756.98738694135,57,3381.28864824721,55.3148067470319,1.68519325296808
2482900,"minnow",1593.09511954385,50,1433.78560758946,47.1176361487037,2.88236385129626
1005400,"mission",1294.94998669704,26,1165.45498802734,24.7111475512082,1.28885244879185
1005700,"moccasin",1352.11403643673,30,1216.90263279306,28.5307341798075,1.4692658201925
2103200,"montanis",1720.32622741284,14,1548.29360467156,13.1402692267005,0.859730773299482
1544000,"mud",528.463171933311,26,475.61685473998,24.6130975604528,1.38690243954725
2094600,"mud",1796.59665477494,15,1616.93698929744,14.3618344416148,0.638165558385211
2110900,"murphydamflowage",923.0662288373,10,830.75960595357,9.30025701922764,0.69974298077236
1555500,"muskellunge",1770.92392465392,20,1593.83153218852,18.6295127859694,1.37048721403058
1596600,"muskellunge",2496.05453454229,19,2246.44908108806,18.0243012442836,0.975698755716373
2405900,"muskellunge",117.905550491806,8,106.114995442626,7.41169516121482,0.588304838785181
1869700,"nebish",1637.29516089467,52,1473.5656448052,50.1927612426901,1.80723875730987
2486100,"nicaboyne",3417.5316288095,34,3075.77846592855,32.7675156842072,1.23248431579277
2436000,"north",1789.82702981121,30,1610.84432683009,28.5724023612502,1.4275976387498
2323800,"northplacidtown",276.780431485297,23,249.102388336767,22.1158299907026,0.884170009297385
2310400,"northturtle",7235.83442929734,58,6512.25098636761,55.8458294573643,2.15417054263566
2485900,"northtwin",683.722909910568,20,615.350618919511,19.248663072718,0.751336927281962
2178100,"oliver",248.077432266566,31,223.269689039909,29.2460291596111,1.75397084038894
1518200,"oneida",3381.8745091224,34,3043.68705821016,32.5615997786074,1.43840022139261
1872100,"pallette",5743.50483687295,60,5169.15435318566,56.6386421185904,3.36135788140958
1009400,"paradise",1578.10586290286,48,1420.29527661258,45.8848341077155,2.11516589228454
1872700,"payment",537.816572121858,18,484.034914909672,17.0329155931035,0.967084406896511
1481600,"pesobic",944.613667528325,11,850.152300775493,10.3259387728288,0.674061227171199
1558400,"pickerel",324.750916533781,14,292.275824880403,13.2185673298417,0.781432670158303
1619700,"pickerel",3263.20199383849,26,2936.88179445464,24.7102157258711,1.28978427412892
2458900,"pickerel",206.227829228914,43,185.605046306023,41.4106651707746,1.58933482922541
2489200,"pickerel",1048.13338294927,38,943.320044654342,36.7221231270746,1.27787687292536
1529700,"pier",1736.38296615341,15,1562.74466953807,14.2088062423997,0.791193757600325
2157900,"pike",2339.49097512985,37,2105.54187761686,35.6882648602556,1.3117351397444
2299900,"pike",6647.56415588166,80,5982.80774029349,76.7163956067167,3.28360439328334
1012000,"pine",873.513876211053,21,786.162488589948,20.1048239068796,0.89517609312043
1581700,"pine",3253.43647321527,32,2928.09282589374,30.475233708477,1.52476629152296
2309700,"pine",1814.42306929077,21,1632.98076236169,19.915510097095,1.08448990290504
1623400,"pioneer",5155.51041252314,27,4639.95937127083,25.7331119049001,1.26688809509991
2436500,"placid",1279.13767151721,30,1151.22390436549,29.1540180941035,0.845981905896508
1012500,"plainfield",220.684277722493,12,198.615849950244,11.1560094198638,0.843990580136232
2098000,"poskin",2646.40309625383,30,2381.76278662845,28.2112762645914,1.78872373540856
2355300,"potato",5326.82917550069,24,4794.14625795062,22.894909563765,1.10509043623503
2234600,"price",1288.22058590001,27,1159.39852731001,25.4872243934043,1.51277560659575
2426300,"redike",257.136452680024,11,231.422807412021,10.2896474375617,0.710352562438342
1280400,"redstone",4224.72588212639,10,3802.25329391375,9.21609223278825,0.783907767211755
2263400,"riley",613.297589128077,5,551.967830215269,4.5,0.5
1506200,"road",1371.30868432715,33,1234.17781589443,31.137585580176,1.86241441982404
2139000,"rockdamlake",399.894199482473,10,359.904779534226,9.47540921753457,0.524590782465429
1878200,"round",334.75622980738,5,301.280606826642,4.60361321206319,0.396386787936811
2169200,"round",2192.65900423665,18,1973.39310381299,16.9488090003879,1.05119099961205
1764500,"sackett",830.998822346629,32,747.898940111966,30.5971272547917,1.4028727452083
2254800,"sailor",758.642769032694,7,682.778492129425,6.50440572590859,0.495594274091415
1879700,"sallisbury",555.772223305885,16,500.195000975297,15.2425640774959,0.757435922504115
1880000,"sand",106.468422165823,13,95.8215799492407,12.1719166618572,0.828083338142783
1576100,"shepard",1620.45643705005,18,1458.41079334504,17.0004032147008,0.99959678529919
1736200,"sherwood",360.282148150275,8,324.253933335248,7.58506946726429,0.414930532735709
1017400,"silver",1243.1601731109,39,1118.84415579981,37.324343445171,1.67565655482903
1599800,"silver",481.686954231448,19,433.518258808303,18.1176161465107,0.882383853489266
2294500,"six",845.490444779365,15,760.941400301428,14.3459962868901,0.654003713109923
1018600,"snowden",917.193242785386,11,825.473918506847,10.2403025651045,0.759697434895472
2323900,"southplacidtwin",560.796323907999,26,504.716691517199,24.3653820236367,1.63461797636326
1881900,"sparkling",5685.31808812914,60,5116.78627931623,56.218542890594,3.78145710940603
1882100,"spiderlakechain",1019.71775728238,62,917.745981554145,59.2798787390604,2.72012126093961
1513000,"spirit",772.150675303485,9,694.935607773136,8.39250605392025,0.607493946079749
1611100,"spring",629.356878214952,15,566.421190393456,14.0784643988521,0.921535601147943
1402300,"springvillepond",78.4739709416488,10,70.6265738474839,9,1
1882800,"statenaker",1680.61885794093,77,1512.55697214684,73.7818711461481,3.21812885385189
2323600,"stearns",2403.65302502912,16,2163.28772252621,14.8922828031756,1.10771719682441
1575700,"stella",3825.16457449745,22,3442.6481170477,21.0293266470362,0.970673352963797
1513800,"stone",681.388538967887,16,613.249685071098,15.1315996237481,0.868400376251866
2272700,"stone",1676.87728243373,14,1509.18955419036,13.2985872319129,0.701412768087081
1884200,"street",615.513676092134,22,553.962308482921,20.6320400999433,1.36795990005672
1825100,"strum",176.055974288187,8,158.450376859368,7.57239588218317,0.427604117816834
1020400,"sugarcamp",6646.19455345272,38,5981.57509810745,36.5651667133651,1.43483328663491
1020600,"sunday",1438.73142400695,43,1294.85828160625,41.2228261570541,1.77717384294589
1020900,"sunset",3111.42729309254,30,2800.28456378329,28.4421259045989,1.55787409540114
1572500,"sunset",321.471876573253,16,289.324688915928,14.9301019676251,1.06989803237486
1528700,"swampsauger",1146.03979472254,15,1031.43581525029,14.0548961922234,0.945103807776633
2473500,"tahkodah",1696.96079840213,18,1527.26471856192,16.813914045266,1.18608595473402
1603600,"tambling",1022.85657082139,11,920.570913739247,10.2865466171592,0.713453382840758
1269100,"tarrant",95.9093610558795,5,86.3184249502916,4.5499504964186,0.450049503581404
1714900,"tealflowage",78.3480048424288,10,70.5132043581859,9.43105739398751,0.568942606012488
1859400,"ten",708.355340100237,37,637.519806090213,35.2298493517401,1.77015064825993
1572200,"third",622.352739664687,14,560.117465698218,13.1881750665137,0.811824933486324
2151200,"tildenmillpond",138.504222789003,11,124.653800510102,10.5897583083731,0.410241691626933
1342100,"tomah",1074.26183093114,17,966.835647838022,16.4813060073017,0.518693992698307
1586800,"tomdoyle",1665.35065612574,30,1498.81559051317,28.4043199917528,1.59568000824721
1023100,"townline",712.191949893302,23,640.972754903972,21.697288876436,1.30271112356402
2172600,"townline",370.814321892528,26,333.732889703275,25.0006789325537,0.999321067446271
1711500,"trow",171.092333783824,9,153.983100405442,8.3769777339407,0.623022266059303
2269000,"tucker",1481.32735343993,32,1333.19461809593,30.5592262615978,1.44077373840224
1482400,"tug",1549.70322381048,20,1394.73290142943,18.836341305312,1.163658694688
1887500,"twoisland",354.747433878279,38,319.272690490451,36.6919957715556,1.30800422844442
1621800,"upperbuckatabon",9808.6072108489,47,8827.74648976401,44.79579224923,2.20420775076998
2330800,"uppergresham",4849.667465256,32,4364.7007187304,30.5029344363088,1.49706556369124
2098800,"uppervermilion",509.801034542891,9,458.820931088602,8.40197704800176,0.598022951998241
1176400,"vandercook",1191.85468064281,20,1072.66921257853,18.7176048079742,1.2823951920258
1176700,"virgin",318.674875094629,30,286.807387585166,29.067749626081,0.932250373919008
1332700,"wazeda",281.94544150311,12,253.750897352799,11.3890060509981,0.610993949001919
1522900,"westhorsehead",1429.55515790024,23,1286.59964211022,21.879333120758,1.12066687924202
1177200,"westmitchell",347.811557495889,13,313.0304017463,12.2377324941081,0.762267505891938
2340500,"whitebirch",1401.18403335966,27,1261.06563002369,25.6302285020422,1.36977149795783
1177600,"widley",561.897236835584,22,505.707513152026,20.6727943275911,1.32720567240887
2336800,"wildcat",3456.4690196973,36,3110.82211772757,34.7423864363404,1.25761356365963
1529500,"willow",1111.73656818526,6,1000.56291136673,5.72092174333294,0.279078256667061
2297000,"wilson",2128.12039171145,21,1915.3083525403,19.5894785296583,1.41052147034166
2420000,"wilson",1104.99410815218,25,994.494697336962,23.8194631020282,1.18053689797177
2046700,"wintergreen",410.347991572991,15,369.313192415692,14.0293561773286,0.970643822671432
1177500,"witches",476.645097917281,40,428.980588125553,38.1382902024185,1.86170979758147
1467100,"wood",766.611187112653,33,689.950068401388,31.683956936393,1.31604306360698
